siteenergyusekbtu;totalghgemissions;yearbuilt;is_using_electricitykWh;is_using_naturalgaskWh;is_using_steamusekWh;largestpropertyusetypegfa;numberofbuildings;numberoffloors;propertygfabuildings;buildingtype;primarypropertytype
4897760.0;34.14;2003.0;1.0;0.0;0.0;63681.0;1.0;3.0;63681;NonResidential;Small- and Mid-Sized Office
6357632.0;44.32;1941.0;1.0;0.0;0.0;49000.0;1.0;4.0;56521;NonResidential;Other
4253577.5;133.58;1929.0;1.0;1.0;0.0;119146.0;1.0;2.0;206934;NonResidential;Other
3611538.0;127.29;2001.0;1.0;1.0;0.0;51390.0;1.0;4.0;51390;NonResidential;Hotel
11765682.0;443.73;1959.0;1.0;1.0;0.0;245587.0;1.0;1.0;245587;SPS-District K-12;K-12 School
65336980.0;2055.82;2004.0;1.0;1.0;0.0;250000.0;1.0;11.0;230638;NonResidential;Other
3242458.0;89.02;2002.0;1.0;1.0;0.0;70609.0;1.0;3.0;69138;NonResidential;Hotel
6505995.0;142.39;1904.0;1.0;1.0;0.0;190980.0;1.0;5.0;190980;NonResidential;Hotel
14641502.0;429.12;1998.0;1.0;1.0;1.0;189750.0;1.0;6.0;284100;Nonresidential COS;Other
68090728.0;1990.5;1954.0;1.0;1.0;0.0;302661.0;4.0;5.0;285333;NonResidential;Hospital
9363374.0;176.75;2006.0;1.0;1.0;0.0;42755.0;1.0;4.0;61156;Nonresidential COS;Other
2010454.625;46.26;1910.0;1.0;1.0;0.0;58000.0;1.0;4.0;59000;NonResidential;Other
7946961.0;228.4;1996.0;1.0;1.0;0.0;113702.0;1.0;4.0;148022;NonResidential;Hotel
3059758.0;74.33;1915.0;1.0;1.0;0.0;64820.0;1.0;3.0;63330;NonResidential;University
38301744.0;866.23;1970.0;1.0;1.0;0.0;483000.0;27.0;2.0;441071;Campus;University
16319835.0;222.02;2002.0;1.0;1.0;0.0;92300.0;1.0;2.0;96300;NonResidential;Small- and Mid-Sized Office
7475577.5;204.08;1950.0;1.0;1.0;0.0;68359.0;1.0;1.0;67356;Nonresidential COS;Other
4253369.5;61.21;1958.0;1.0;1.0;0.0;25765.0;1.0;1.0;54765;NonResidential;Small- and Mid-Sized Office
1950092.5;100.46;2009.0;1.0;1.0;0.0;46483.0;1.0;5.0;89821;NonResidential;Other
4116871.5;104.26;1980.0;1.0;1.0;0.0;52611.0;1.0;2.0;52611;NonResidential;University
4448582.5;129.39;2001.0;1.0;1.0;0.0;135520.0;1.0;4.0;102100;NonResidential;Residence Hall
8355988.5;222.78;2011.0;1.0;1.0;0.0;238550.0;1.0;2.0;236758;SPS-District K-12;K-12 School
13071700.0;422.39;1971.0;1.0;1.0;1.0;137565.0;3.0;6.0;250981;NonResidential;Other
3242077.75;49.58;2007.0;1.0;1.0;0.0;30000.0;1.0;3.0;64015;NonResidential;Small- and Mid-Sized Office
27717034.0;723.47;1951.0;1.0;1.0;0.0;505103.0;1.0;1.0;530039;NonResidential;Retail Store
7265178.0;231.53;1964.0;1.0;1.0;0.0;47012.0;1.0;3.0;54224;NonResidential;Other
8765978.0;66.3;1965.0;1.0;1.0;0.0;122000.0;1.0;4.0;124342;NonResidential;Retail Store
253832464.0;8145.52;1953.0;1.0;1.0;0.0;879000.0;6.0;10.0;879000;NonResidential;Hospital
3191228.25;83.7;1996.0;1.0;1.0;0.0;28636.0;1.0;3.0;55442;NonResidential;Other
1381590.125;51.11;1910.0;1.0;1.0;0.0;85521.0;1.0;5.0;84870;NonResidential;Self-Storage Facility
35891484.0;362.82;1970.0;1.0;1.0;0.0;667335.0;11.0;2.0;582447;Campus;University
2100097.75;69.44;1904.0;1.0;1.0;0.0;114297.0;1.0;4.0;114297;NonResidential;Warehouse
6744317.0;297.43;1937.0;1.0;1.0;0.0;234144.0;1.0;1.0;234144;NonResidential;Warehouse
2944296.25;35.78;1966.0;1.0;1.0;0.0;65425.0;1.0;1.0;64984;NonResidential;Retail Store
9230223.0;369.14;1965.0;1.0;1.0;0.0;67782.0;1.0;1.0;67745;NonResidential;Retail Store
12265516.0;272.85;2010.0;1.0;1.0;0.0;367884.0;1.0;2.0;367884;SPS-District K-12;K-12 School
1851260.5;59.34;1973.0;1.0;1.0;0.0;56000.0;1.0;3.0;56000;NonResidential;Other
1377519.5;48.99;1969.0;1.0;1.0;0.0;52088.0;1.0;2.0;52088;NonResidential;Self-Storage Facility
9373179.0;309.6;1998.0;1.0;1.0;0.0;123920.0;1.0;5.0;93920;NonResidential;Hotel
7548807.0;225.69;1900.0;1.0;1.0;0.0;43000.0;1.0;1.0;50000;Nonresidential COS;Other
430473.6875;3.0;1926.0;1.0;0.0;0.0;42345.0;1.0;2.0;50292;Nonresidential COS;Warehouse
11171988.0;338.16;1998.0;1.0;1.0;0.0;141591.0;1.0;7.0;153315;NonResidential;Hotel
9472358.0;175.77;1957.0;1.0;1.0;0.0;57968.0;1.0;2.0;91130;Nonresidential COS;Small- and Mid-Sized Office
6197825.0;208.26;1968.0;1.0;1.0;0.0;64893.0;1.0;4.0;64893;NonResidential;Hotel
1677002.25;28.27;1900.0;1.0;1.0;0.0;34416.0;1.0;3.0;44558;NonResidential;Small- and Mid-Sized Office
59757440.0;892.63;1999.0;1.0;1.0;0.0;1585960.0;1.0;6.0;1258280;NonResidential;Other
9436408.0;96.43;1924.0;1.0;1.0;0.0;117476.0;1.0;2.0;179161;Nonresidential COS;Distribution Center
3928695.25;27.39;1965.0;1.0;0.0;0.0;40831.0;1.0;2.0;58640;Nonresidential COS;Warehouse
58761304.0;1246.55;1999.0;1.0;1.0;0.0;1172127.0;1.0;3.0;1172127;NonResidential;Other
12726789.0;388.37;2005.0;1.0;1.0;0.0;135006.0;1.0;9.0;153882;NonResidential;Hotel
2411402.25;16.81;1916.0;1.0;0.0;0.0;79600.0;0.0;4.0;79600;NonResidential;Warehouse
53466684.0;748.55;1980.0;1.0;1.0;0.0;240984.0;14.0;2.0;302494;Campus;Large Office
9134963.0;162.41;2008.0;1.0;1.0;0.0;335109.0;1.0;6.0;84739;NonResidential;Other
10557910.0;92.91;2002.0;1.0;1.0;0.0;58563.0;1.0;4.0;110785;NonResidential;Mixed Use Property
10040121.0;279.35;2003.0;1.0;1.0;0.0;81740.0;1.0;7.0;116947;Multifamily MR (5-9);Mid-Rise Multifamily
65047284.0;1638.46;1999.0;1.0;1.0;0.0;495536.0;1.0;0.0;934292;NonResidential;Hotel
143423024.0;4906.33;1990.0;1.0;1.0;0.0;601615.0;6.0;5.0;597519;NonResidential;Hospital
549181.375;9.63;1991.0;1.0;1.0;0.0;67236.0;1.0;3.0;67236;NonResidential;Warehouse
293090784.0;10734.57;2000.0;1.0;1.0;1.0;1350182.0;9.0;8.0;1158691;NonResidential;Hospital
10105379.0;193.94;1999.0;1.0;1.0;0.0;55259.0;1.0;5.0;90185;NonResidential;Senior Care Community
4189569.25;145.31;1909.0;1.0;1.0;0.0;50350.0;1.0;6.0;51976;Multifamily MR (5-9);Mid-Rise Multifamily
1377627.0;72.88;1928.0;1.0;1.0;0.0;55500.0;1.0;2.0;55653;NonResidential;K-12 School
11935719.0;469.57;1931.0;1.0;1.0;0.0;106860.0;1.0;16.0;106860;NonResidential;Hotel
3147042.0;49.09;1972.0;1.0;1.0;0.0;47079.0;1.0;5.0;50759;NonResidential;Small- and Mid-Sized Office
2439484.75;84.57;1952.0;1.0;1.0;0.0;56772.0;1.0;2.0;56772;NonResidential;Worship Facility
4854429.5;149.93;1952.0;1.0;1.0;0.0;103000.0;1.0;3.0;103000;NonResidential;Worship Facility
6057410.0;57.21;1914.0;1.0;1.0;0.0;109754.0;1.0;7.0;128766;NonResidential;Other
5572503.0;254.87;1913.0;1.0;0.0;1.0;63934.0;1.0;9.0;107572;NonResidential;Residence Hall
62197176.0;433.6;1955.0;1.0;0.0;0.0;203000.0;1.0;15.0;230880;NonResidential;Other
1986611.375;50.52;1917.0;1.0;1.0;0.0;56617.0;1.0;4.0;56617;Multifamily LR (1-4);Low-Rise Multifamily
2473962.5;59.63;2009.0;1.0;1.0;0.0;43673.0;1.0;6.0;56745;Multifamily MR (5-9);Mid-Rise Multifamily
2772124.75;23.8;2003.0;1.0;1.0;0.0;24600.0;1.0;4.0;67920;Multifamily LR (1-4);Low-Rise Multifamily
3267564.0;101.41;1973.0;1.0;1.0;0.0;77810.0;1.0;1.0;76086;NonResidential;Other
28731502.0;661.04;1927.0;1.0;1.0;0.0;146741.0;1.0;5.0;151000;NonResidential;Medical Office
25453690.0;1060.13;1961.0;1.0;1.0;0.0;122309.0;1.0;4.0;122309;NonResidential;Hotel
24017770.0;639.39;1995.0;1.0;1.0;0.0;217088.0;4.0;3.0;215476;Campus;Other
26659244.0;780.84;2003.0;1.0;1.0;0.0;277000.0;1.0;8.0;215473;NonResidential;Hotel
14833476.0;301.76;1980.0;1.0;1.0;0.0;69400.0;1.0;2.0;69400;Nonresidential COS;Other
10394330.0;377.27;1900.0;1.0;1.0;0.0;32494.0;1.0;1.0;62900;NonResidential;Mixed Use Property
1380293.625;44.22;1914.0;1.0;0.0;1.0;33000.0;1.0;4.0;56500;NonResidential;Small- and Mid-Sized Office
3785282.5;26.39;2008.0;1.0;0.0;0.0;159372.0;1.0;4.0;203504;NonResidential;Warehouse
9788717.0;68.24;1968.0;1.0;0.0;0.0;100734.0;0.0;3.0;74003;NonResidential;Large Office
5007401.0;68.19;1981.0;1.0;1.0;0.0;62108.0;1.0;4.0;59158;NonResidential;Small- and Mid-Sized Office
18661606.0;149.27;1978.0;1.0;1.0;0.0;173786.0;1.0;12.0;212210;NonResidential;Large Office
24755086.0;172.58;1989.0;1.0;0.0;0.0;383942.0;1.0;25.0;369996;NonResidential;Large Office
40062888.0;398.19;1925.0;1.0;1.0;1.0;361107.0;1.0;10.0;693450;NonResidential;Retail Store
40847752.0;313.3;1976.0;1.0;1.0;0.0;622034.0;1.0;33.0;791396;NonResidential;Large Office
30985420.0;359.11;2000.0;1.0;1.0;0.0;542461.0;1.0;23.0;542671;NonResidential;Large Office
3444270.0;170.51;1926.0;1.0;0.0;1.0;45260.0;1.0;10.0;55652;NonResidential;Small- and Mid-Sized Office
7739699.0;100.26;1930.0;1.0;1.0;0.0;142034.0;1.0;17.0;174790;NonResidential;Large Office
3757006.0;26.19;1916.0;1.0;0.0;0.0;51557.0;1.0;5.0;73399;NonResidential;Small- and Mid-Sized Office
14633233.0;563.25;1969.0;1.0;0.0;1.0;226454.0;1.0;20.0;233517;NonResidential;Large Office
27018020.0;229.25;2009.0;1.0;1.0;0.0;582725.0;1.0;25.0;529375;NonResidential;Large Office
8580279.0;222.19;1968.0;1.0;0.0;1.0;161000.0;1.0;12.0;206000;NonResidential;Large Office
39523852.0;275.54;2009.0;1.0;0.0;0.0;743562.0;1.0;36.0;669915;NonResidential;Large Office
17867002.0;130.73;1990.0;1.0;1.0;0.0;311736.0;1.0;16.0;339240;NonResidential;Large Office
3903259.75;51.67;1900.0;1.0;0.0;1.0;64712.0;1.0;7.0;89550;NonResidential;Small- and Mid-Sized Office
4178233.5;31.97;1900.0;1.0;1.0;0.0;82355.0;1.0;6.0;89355;NonResidential;Small- and Mid-Sized Office
18576900.0;213.23;1922.0;1.0;0.0;1.0;388934.0;1.0;15.0;388934;NonResidential;Large Office
10062436.0;70.15;1929.0;1.0;0.0;0.0;348969.0;1.0;22.0;384302;NonResidential;Large Office
24906132.0;940.47;1958.0;1.0;0.0;1.0;236827.0;1.0;17.0;293925;NonResidential;Large Office
44683660.0;318.97;1983.0;1.0;1.0;0.0;1011135.0;1.0;47.0;1323055;NonResidential;Large Office
24603420.0;171.52;1986.0;1.0;0.0;0.0;470416.0;1.0;41.0;460489;NonResidential;Large Office
1835804.875;46.56;1950.0;1.0;0.0;1.0;89699.0;1.0;6.0;89699;NonResidential;Small- and Mid-Sized Office
3743228.5;26.1;1968.0;1.0;0.0;0.0;84838.0;1.0;8.0;94948;NonResidential;Large Office
18221224.0;139.72;1991.0;1.0;0.0;1.0;522667.0;1.0;29.0;438072;NonResidential;Large Office
32552428.0;231.32;1980.0;1.0;1.0;0.0;606050.0;1.0;34.0;614158;NonResidential;Large Office
9641043.0;218.53;1972.0;1.0;0.0;1.0;182540.0;1.0;14.0;162993;NonResidential;Large Office
45163308.0;627.87;1969.0;1.0;1.0;0.0;808980.0;1.0;49.0;754455;NonResidential;Large Office
41213584.0;287.32;2002.0;1.0;0.0;0.0;765351.0;1.0;37.0;888049;NonResidential;Large Office
69519808.0;546.65;1973.0;1.0;0.0;1.0;581558.0;1.0;42.0;446184;NonResidential;Large Office
8921778.0;175.95;1907.0;1.0;0.0;1.0;161762.0;1.0;8.0;201480;NonResidential;Large Office
61576184.0;429.27;1990.0;1.0;0.0;0.0;1191115.0;1.0;63.0;1195387;Nonresidential COS;Large Office
21169502.0;380.37;2001.0;1.0;1.0;0.0;269284.0;1.0;14.0;310490;Nonresidential COS;Large Office
13214416.0;298.61;2003.0;1.0;1.0;0.0;160418.0;1.0;8.0;168870;Nonresidential COS;Large Office
13843866.0;216.24;2006.0;1.0;1.0;0.0;319539.0;1.0;13.0;319539;NonResidential;Large Office
2746560.75;70.17;1909.0;1.0;1.0;0.0;96582.0;1.0;7.0;106099;NonResidential;Large Office
6461937.0;89.47;1978.0;1.0;1.0;0.0;89200.0;1.0;2.0;89200;NonResidential;Retail Store
28450436.0;198.34;1971.0;1.0;0.0;0.0;474546.0;1.0;23.0;474546;NonResidential;Large Office
30038490.0;209.41;1969.0;1.0;0.0;0.0;36000.0;1.0;5.0;36000;NonResidential;Other
4728488.5;119.03;1961.0;1.0;1.0;0.0;79555.0;0.0;5.0;99005;NonResidential;Small- and Mid-Sized Office
4965408.5;20.5424261686821;1983.0;1.0;1.0;1.0;197040.0;1.0;6.0;78852;NonResidential;Other
4426136.0;30.86;2002.0;1.0;0.0;0.0;95943.0;1.0;6.0;90803;NonResidential;Large Office
7046345.5;49.12;2002.0;1.0;0.0;0.0;145754.0;1.0;5.0;137929;NonResidential;Large Office
873221.875;6.09;1964.0;1.0;0.0;0.0;93660.0;1.0;5.0;93660;NonResidential;Self-Storage Facility
24224888.0;168.88;1980.0;1.0;0.0;0.0;348270.0;1.0;18.0;349055;NonResidential;Large Office
9765777.0;72.42;2000.0;1.0;1.0;0.0;182820.0;1.0;11.0;185760;NonResidential;Mixed Use Property
26823218.0;197.19;1988.0;1.0;1.0;0.0;367623.0;1.0;20.0;378769;NonResidential;Large Office
25307744.0;176.43;1979.0;1.0;0.0;0.0;424044.0;1.0;24.0;427155;NonResidential;Large Office
8218155.5;91.13;1980.0;1.0;1.0;0.0;42389.0;1.0;4.0;70647;NonResidential;Mixed Use Property
20361158.0;141.95;1982.0;1.0;0.0;0.0;274002.0;1.0;6.0;272410;NonResidential;Large Office
14913424.0;103.97;2002.0;1.0;0.0;0.0;191814.0;1.0;6.0;203880;NonResidential;Large Office
5357833.0;46.03;1947.0;1.0;1.0;0.0;146157.0;1.0;3.0;144118;NonResidential;Large Office
29949248.0;208.79;1984.0;1.0;0.0;0.0;158681.0;1.0;8.0;191117;NonResidential;Large Office
14293972.0;384.27;1956.0;1.0;1.0;0.0;61666.0;1.0;1.0;60880;NonResidential;Supermarket / Grocery Store
2933288.75;24.91;1900.0;1.0;1.0;0.0;50328.0;1.0;5.0;50176;NonResidential;Small- and Mid-Sized Office
23262244.0;741.3;1912.0;1.0;1.0;1.0;245028.0;1.0;42.0;304346;NonResidential;Large Office
1809101.5;78.92;1977.0;1.0;1.0;0.0;119200.0;1.0;1.0;128800;NonResidential;Warehouse
13656587.0;355.05;1927.0;1.0;0.0;1.0;166919.0;1.0;8.0;321945;NonResidential;Large Office
18967014.0;530.66;1964.0;1.0;1.0;1.0;256299.0;1.0;22.0;336330;NonResidential;Large Office
27076922.0;1084.79;1960.0;1.0;0.0;1.0;286538.0;1.0;21.0;298426;NonResidential;Large Office
48479988.0;337.97;1976.0;1.0;0.0;0.0;718473.0;1.0;42.0;635824;NonResidential;Large Office
56485204.0;2573.75;1923.0;1.0;1.0;1.0;542305.0;1.0;12.0;542305;NonResidential;Hotel
11688601.0;162.45;1980.0;1.0;1.0;0.0;191940.0;1.0;2.0;291940;NonResidential;Retail Store
4383100.5;116.03;1970.0;1.0;1.0;0.0;33450.0;0.0;1.0;88400;NonResidential;Mixed Use Property
930611.875;48.65;1960.0;1.0;1.0;0.0;51116.0;1.0;1.0;52311;NonResidential;Warehouse
3085814.0;21.51;2009.0;1.0;0.0;0.0;74831.0;1.0;5.0;71421;NonResidential;Other
5803409.0;40.46;2001.0;1.0;0.0;0.0;103494.0;1.0;5.0;106465;NonResidential;Large Office
3989399.0;70.47;1973.0;1.0;1.0;0.0;49395.0;1.0;1.0;52500;NonResidential;Warehouse
4560492.0;156.67;1959.0;1.0;1.0;0.0;29001.0;1.0;2.0;57300;NonResidential;Warehouse
18102026.0;224.36;1916.0;1.0;1.0;0.0;305233.0;1.0;6.0;350310;NonResidential;Large Office
53079164.0;588.9;1988.0;1.0;1.0;1.0;994116.0;1.0;55.0;1115000;NonResidential;Large Office
33729336.0;1510.85;1930.0;1.0;1.0;1.0;310000.0;1.0;21.0;305548;NonResidential;Hotel
56606136.0;530.18;1989.0;1.0;1.0;0.0;1002403.0;1.0;46.0;1023998;NonResidential;Large Office
6423556.5;193.72;1958.0;1.0;0.0;1.0;144570.0;1.0;10.0;135918;NonResidential;Large Office
5252131.0;36.61;1914.0;1.0;0.0;0.0;35694.0;1.0;4.0;79957;NonResidential;Retail Store
18848780.0;131.4;1983.0;1.0;0.0;0.0;411301.0;1.0;29.0;500000;NonResidential;Large Office
6029020.0;65.2;1926.0;1.0;1.0;1.0;92006.0;0.0;10.0;132326;NonResidential;Large Office
7335905.5;51.14;1984.0;1.0;0.0;0.0;83485.0;1.0;6.0;96630;NonResidential;Large Office
37785552.0;1468.5;1973.0;1.0;1.0;1.0;332067.0;0.0;19.0;272787;NonResidential;Hotel
11651200.0;318.08;1910.0;1.0;1.0;1.0;87391.0;1.0;10.0;130513;NonResidential;Large Office
2586116.0;18.03;1920.0;1.0;0.0;0.0;41958.0;1.0;8.0;60660;NonResidential;Small- and Mid-Sized Office
6366084.5;202.99;1929.0;1.0;0.0;1.0;124508.0;1.0;14.0;137350;NonResidential;Large Office
5446624.0;238.09;1929.0;1.0;0.0;1.0;125473.0;1.0;15.0;151039;NonResidential;Large Office
52226204.0;793.05;1985.0;1.0;1.0;1.0;643083.0;1.0;30.0;620338;NonResidential;Large Office
3518459.5;74.83;1906.0;1.0;1.0;0.0;56747.0;1.0;4.0;63540;NonResidential;Small- and Mid-Sized Office
6962073.0;48.54;1927.0;1.0;0.0;0.0;87925.0;1.0;10.0;130893;NonResidential;Large Office
3009463.75;20.98;1910.0;1.0;0.0;0.0;39960.0;1.0;5.0;79920;NonResidential;Mixed Use Property
14940504.0;316.2;1908.0;1.0;1.0;0.0;44078.0;1.0;4.0;137400;Campus;Mixed Use Property
9671619.0;185.03;1996.0;1.0;1.0;0.0;64821.0;1.0;6.0;61423;NonResidential;Other
